,id,Danceability
222,17392.0,9.0
223,17393.0,3.0
224,17394.0,8.0
225,17395.0,8.0
226,17396.0,9.0
227,17397.0,8.0
228,17398.0,6.0
229,17399.0,5.0
230,17400.0,7.0
231,17401.0,4.0
232,17402.0,9.0
233,17403.0,9.0
234,17404.0,4.0
235,17405.0,9.0
236,17406.0,0.0
237,17407.0,5.0
238,17408.0,9.0
239,17409.0,9.0
240,17410.0,0.0
241,17411.0,8.0
242,17412.0,3.0
243,17413.0,9.0
244,17414.0,9.0
245,17415.0,7.0
246,17416.0,2.0
247,17417.0,8.0
248,17418.0,7.0
249,17419.0,7.0
250,17420.0,0.0
251,17421.0,6.0
252,17422.0,1.0
253,17423.0,0.0
254,17424.0,7.0
255,17425.0,7.0
256,17426.0,7.0
257,17427.0,7.0
258,17428.0,0.0
259,17429.0,6.0
260,17430.0,6.0
261,17431.0,7.0
262,17432.0,7.0
263,17433.0,2.0
264,17434.0,8.0
265,17435.0,3.0
266,17436.0,6.0
267,17437.0,0.0
268,17438.0,7.0
269,17439.0,4.0
270,17440.0,5.0
271,17441.0,4.0
272,17442.0,1.0
273,17443.0,3.0
274,17444.0,4.0
275,17445.0,5.0
276,17446.0,0.0
277,17447.0,7.0
278,17448.0,0.0
279,17449.0,7.0
280,17450.0,8.0
281,17451.0,6.0
282,17452.0,1.0
283,17453.0,9.0
284,17454.0,8.0
285,17455.0,3.0
286,17456.0,4.0
287,17457.0,7.0
288,17458.0,7.0
289,17459.0,6.0
290,17460.0,7.0
291,17461.0,1.0
292,17462.0,1.0
293,17463.0,3.0
294,17464.0,7.0
295,17465.0,0.0
296,17466.0,0.0
297,17467.0,6.0
298,17468.0,7.0
299,17469.0,7.0
300,17470.0,7.0
301,17471.0,8.0
302,17472.0,9.0
303,17473.0,8.0
304,17474.0,2.0
305,17475.0,3.0
306,17476.0,9.0
307,17477.0,0.0
308,17478.0,9.0
309,17479.0,2.0
310,17480.0,1.0
311,17481.0,1.0
312,17482.0,9.0
313,17483.0,7.0
314,17484.0,5.0
315,17485.0,9.0
316,17486.0,3.0
317,17487.0,2.0
318,17488.0,1.0
319,17489.0,1.0
320,17490.0,6.0
321,17491.0,5.0
322,17492.0,7.0
323,17493.0,8.0
324,17494.0,7.0
325,17495.0,0.0
326,17496.0,9.0
327,17497.0,6.0
328,17498.0,9.0
329,17499.0,7.0
330,17500.0,7.0
331,17501.0,2.0
332,17502.0,0.0
333,17503.0,5.0
334,17504.0,2.0
335,17505.0,1.0
336,17506.0,1.0
337,17507.0,4.0
338,17508.0,7.0
339,17509.0,8.0
340,17510.0,7.0
341,17511.0,2.0
342,17512.0,7.0
343,17513.0,8.0
344,17514.0,6.0
345,17515.0,9.0
346,17516.0,0.0
347,17517.0,7.0
348,17518.0,8.0
349,17519.0,8.0
350,17520.0,2.0
351,17521.0,6.0
352,17522.0,6.0
353,17523.0,5.0
354,17524.0,9.0
355,17525.0,7.0
356,17526.0,8.0
357,17527.0,5.0
358,17528.0,6.0
359,17529.0,6.0
360,17530.0,1.0
361,17531.0,5.0
362,17532.0,9.0
363,17533.0,0.0
364,17534.0,6.0
365,17535.0,9.0
366,17536.0,2.0
367,17537.0,9.0
368,17538.0,8.0
369,17539.0,7.0
370,17540.0,9.0
371,17541.0,8.0
372,17542.0,1.0
373,17543.0,9.0
374,17544.0,9.0
375,17545.0,8.0
376,17546.0,9.0
377,17547.0,3.0
378,17548.0,6.0
379,17549.0,2.0
380,17550.0,8.0
381,17551.0,9.0
382,17552.0,6.0
383,17553.0,1.0
384,17554.0,8.0
385,17555.0,8.0
386,17556.0,8.0
387,17557.0,4.0
388,17558.0,4.0
389,17559.0,9.0
390,17560.0,8.0
391,17561.0,9.0
392,17562.0,3.0
393,17563.0,9.0
394,17564.0,1.0
395,17565.0,9.0
396,17566.0,8.0
397,17567.0,2.0
398,17568.0,3.0
399,17569.0,1.0
400,17570.0,1.0
401,17571.0,9.0
402,17572.0,4.0
403,17573.0,5.0
404,17574.0,1.0
405,17575.0,3.0
406,17576.0,1.0
407,17577.0,5.0
408,17578.0,9.0
409,17579.0,9.0
410,17580.0,6.0
411,17581.0,8.0
412,17582.0,2.0
413,17583.0,1.0
414,17584.0,6.0
415,17585.0,6.0
416,17586.0,8.0
417,17587.0,8.0
418,17588.0,8.0
419,17589.0,8.0
420,17590.0,6.0
421,17591.0,9.0
422,17592.0,6.0
423,17593.0,0.0
424,17594.0,9.0
425,17595.0,9.0
426,17596.0,2.0
427,17597.0,6.0
428,17598.0,6.0
429,17599.0,6.0
430,17600.0,8.0
431,17601.0,8.0
432,17602.0,9.0
433,17603.0,0.0
434,17604.0,3.0
435,17605.0,0.0
436,17606.0,0.0
437,17607.0,6.0
438,17608.0,3.0
439,17609.0,1.0
440,17610.0,1.0
441,17611.0,7.0
442,17612.0,1.0
443,17613.0,7.0
444,17614.0,0.0
445,17615.0,3.0
446,17616.0,6.0
447,17617.0,8.0
448,17618.0,1.0
449,17619.0,2.0
450,17620.0,6.0
451,17621.0,1.0
452,17622.0,3.0
453,17623.0,2.0
454,17624.0,2.0
455,17625.0,2.0
456,17626.0,6.0
457,17627.0,1.0
458,17628.0,0.0
459,17629.0,4.0
460,17630.0,9.0
461,17631.0,0.0
462,17632.0,6.0
463,17633.0,0.0
464,17634.0,6.0
465,17635.0,0.0
466,17636.0,5.0
467,17637.0,0.0
468,17638.0,3.0
469,17639.0,7.0
470,17640.0,3.0
471,17641.0,2.0
472,17642.0,7.0
473,17643.0,8.0
474,17644.0,6.0
475,17645.0,0.0
476,17646.0,0.0
477,17647.0,1.0
478,17648.0,7.0
479,17649.0,7.0
480,17650.0,8.0
481,17651.0,0.0
482,17652.0,1.0
483,17653.0,7.0
484,17654.0,0.0
485,17655.0,1.0
486,17656.0,8.0
487,17657.0,0.0
488,17658.0,0.0
489,17659.0,0.0
490,17660.0,0.0
491,17661.0,0.0
492,17662.0,0.0
493,17663.0,0.0
494,17664.0,0.0
495,17665.0,0.0
496,17666.0,0.0
497,17667.0,7.0
498,17668.0,2.0
499,17669.0,2.0
500,17670.0,5.0
501,17671.0,0.0
502,17672.0,2.0
503,17673.0,0.0
504,17674.0,1.0
505,17675.0,1.0
506,17676.0,6.0
507,17677.0,6.0
508,17678.0,2.0
509,17679.0,0.0
510,17680.0,2.0
511,17681.0,6.0
512,17682.0,7.0
513,17683.0,6.0
514,17684.0,2.0
515,17685.0,1.0
516,17686.0,1.0
517,17687.0,0.0
518,17688.0,0.0
519,17689.0,1.0
520,17690.0,2.0
521,17691.0,8.0
522,17692.0,0.0
523,17693.0,1.0
524,17694.0,1.0
525,17695.0,6.0
526,17696.0,2.0
527,17697.0,1.0
528,17698.0,0.0
529,17699.0,0.0
530,17700.0,2.0
531,17701.0,6.0
532,17702.0,2.0
533,17703.0,6.0
534,17704.0,7.0
535,17705.0,7.0
536,17706.0,0.0
537,17707.0,4.0
538,17708.0,6.0
539,17709.0,2.0
540,17710.0,2.0
541,17711.0,0.0
542,17712.0,6.0
543,17713.0,3.0
544,17714.0,0.0
545,17715.0,0.0
546,17716.0,0.0
547,17717.0,0.0
548,17718.0,0.0
549,17719.0,0.0
550,17720.0,0.0
551,17721.0,0.0
552,17722.0,0.0
553,17723.0,0.0
554,17724.0,8.0
555,17725.0,0.0
556,17726.0,1.0
557,17727.0,0.0
558,17728.0,8.0
559,17729.0,5.0
560,17730.0,8.0
561,17731.0,1.0
562,17732.0,6.0
563,17733.0,1.0
564,17734.0,6.0
565,17735.0,8.0
566,17736.0,8.0
567,17737.0,1.0
568,17738.0,8.0
569,17739.0,0.0
570,17740.0,7.0
571,17741.0,1.0
572,17742.0,8.0
573,17743.0,9.0
574,17744.0,3.0
575,17745.0,3.0
576,17746.0,2.0
577,17747.0,9.0
578,17748.0,3.0
579,17749.0,0.0
580,17750.0,6.0
581,17751.0,6.0
582,17752.0,8.0
583,17753.0,7.0
584,17754.0,6.0
585,17755.0,7.0
586,17756.0,6.0
587,17757.0,7.0
588,17758.0,7.0
589,17759.0,1.0
590,17760.0,0.0
591,17761.0,3.0
592,17762.0,2.0
593,17763.0,7.0
594,17764.0,0.0
595,17765.0,9.0
596,17766.0,9.0
597,17767.0,6.0
598,17768.0,9.0
599,17769.0,9.0
600,17770.0,2.0
601,17771.0,7.0
602,17772.0,1.0
603,17773.0,9.0
604,17774.0,8.0
605,17775.0,6.0
606,17776.0,6.0
607,17777.0,7.0
608,17778.0,5.0
609,17779.0,6.0
610,17780.0,7.0
611,17781.0,7.0
612,17782.0,0.0
613,17783.0,6.0
614,17784.0,6.0
615,17785.0,0.0
616,17786.0,6.0
617,17787.0,8.0
618,17788.0,0.0
619,17789.0,7.0
620,17790.0,0.0
621,17791.0,5.0
622,17792.0,1.0
623,17793.0,3.0
624,17794.0,2.0
625,17795.0,9.0
626,17796.0,8.0
627,17797.0,8.0
628,17798.0,9.0
629,17799.0,9.0
630,17800.0,0.0
631,17801.0,0.0
632,17802.0,9.0
633,17803.0,8.0
634,17804.0,9.0
635,17805.0,7.0
636,17806.0,7.0
637,17807.0,7.0
638,17808.0,0.0
639,17809.0,8.0
640,17810.0,8.0
641,17811.0,8.0
642,17812.0,7.0
643,17813.0,6.0
644,17814.0,8.0
645,17815.0,6.0
646,17816.0,3.0
647,17817.0,4.0
648,17818.0,8.0
649,17819.0,8.0
650,17820.0,7.0
651,17821.0,7.0
652,17822.0,2.0
653,17823.0,7.0
654,17824.0,4.0
655,17825.0,6.0
656,17826.0,6.0
657,17827.0,3.0
658,17828.0,9.0
659,17829.0,7.0
660,17830.0,6.0
661,17831.0,6.0
662,17832.0,7.0
663,17833.0,0.0
664,17834.0,2.0
665,17835.0,6.0
666,17836.0,0.0
667,17837.0,2.0
668,17838.0,7.0
669,17839.0,1.0
670,17840.0,1.0
671,17841.0,8.0
672,17842.0,1.0
673,17843.0,8.0
674,17844.0,6.0
675,17845.0,9.0
676,17846.0,9.0
677,17847.0,9.0
678,17848.0,7.0
679,17849.0,9.0
680,17850.0,7.0
681,17851.0,9.0
682,17852.0,7.0
683,17853.0,9.0
684,17854.0,9.0
685,17855.0,2.0
686,17856.0,6.0
687,17857.0,8.0
688,17858.0,6.0
689,17859.0,7.0
690,17860.0,9.0
691,17861.0,5.0
692,17862.0,1.0
693,17863.0,1.0
694,17864.0,6.0
695,17865.0,6.0
696,17866.0,6.0
697,17867.0,0.0
698,17868.0,2.0
699,17869.0,3.0
700,17870.0,6.0
701,17871.0,2.0
702,17872.0,7.0
703,17873.0,8.0
704,17874.0,7.0
705,17875.0,2.0
706,17876.0,2.0
707,17877.0,4.0
708,17878.0,7.0
709,17879.0,6.0
710,17880.0,3.0
711,17881.0,0.0
712,17882.0,2.0
713,17883.0,1.0
714,17884.0,7.0
715,17885.0,3.0
716,17886.0,3.0
717,17887.0,6.0
718,17888.0,7.0
719,17889.0,6.0
720,17890.0,0.0
721,17891.0,8.0
722,17892.0,0.0
723,17893.0,0.0
724,17894.0,3.0
725,17895.0,6.0
726,17896.0,6.0
727,17897.0,2.0
728,17898.0,8.0
729,17899.0,0.0
730,17900.0,8.0
731,17901.0,6.0
732,17902.0,6.0
733,17903.0,6.0
734,17904.0,0.0
735,17905.0,9.0
736,17906.0,9.0
737,17907.0,8.0
738,17908.0,0.0
739,17909.0,8.0
740,17910.0,9.0
741,17911.0,2.0
742,17912.0,4.0
743,17913.0,1.0
744,17914.0,2.0
745,17915.0,6.0
746,17916.0,6.0
747,17917.0,6.0
748,17918.0,6.0
749,17919.0,0.0
750,17920.0,0.0
751,17921.0,0.0
752,17922.0,3.0
753,17923.0,6.0
754,17924.0,8.0
755,17925.0,1.0
756,17926.0,0.0
757,17927.0,7.0
758,17928.0,1.0
759,17929.0,9.0
760,17930.0,0.0
761,17931.0,1.0
762,17932.0,9.0
763,17933.0,7.0
764,17934.0,8.0
765,17935.0,1.0
766,17936.0,8.0
767,17937.0,6.0
768,17938.0,6.0
769,17939.0,3.0
770,17940.0,2.0
771,17941.0,8.0
772,17942.0,9.0
773,17943.0,8.0
774,17944.0,1.0
775,17945.0,4.0
776,17946.0,6.0
777,17947.0,2.0
778,17948.0,2.0
779,17949.0,7.0
780,17950.0,2.0
781,17951.0,1.0
782,17952.0,6.0
783,17953.0,0.0
784,17954.0,6.0
785,17955.0,8.0
786,17956.0,8.0
787,17957.0,8.0
788,17958.0,8.0
789,17959.0,9.0
790,17960.0,4.0
791,17961.0,3.0
792,17962.0,2.0
793,17963.0,8.0
794,17964.0,9.0
795,17965.0,8.0
796,17966.0,9.0
797,17967.0,0.0
798,17968.0,9.0
799,17969.0,3.0
800,17970.0,9.0
801,17971.0,9.0
802,17972.0,8.0
803,17973.0,9.0
804,17974.0,6.0
805,17975.0,8.0
806,17976.0,6.0
807,17977.0,9.0
808,17978.0,5.0
809,17979.0,8.0
810,17980.0,7.0
811,17981.0,7.0
812,17982.0,3.0
813,17983.0,5.0
814,17984.0,7.0
815,17985.0,7.0
816,17986.0,7.0
817,17987.0,6.0
818,17988.0,8.0
819,17989.0,6.0
820,17990.0,8.0
821,17991.0,7.0
822,17992.0,2.0
823,17993.0,9.0
824,17994.0,2.0
825,17995.0,1.0
826,17996.0,6.0
827,17997.0,6.0
828,17998.0,8.0
829,17999.0,5.0
830,18000.0,8.0
831,18001.0,6.0
832,18002.0,6.0
833,18003.0,1.0
834,18004.0,8.0
835,18005.0,1.0
836,18006.0,5.0
837,18007.0,1.0
838,18008.0,8.0
839,18009.0,7.0
840,18010.0,3.0
841,18011.0,8.0
842,18012.0,6.0
843,18013.0,6.0
844,18014.0,1.0
845,18015.0,9.0
846,18016.0,1.0
847,18017.0,8.0
848,18018.0,4.0
849,18019.0,6.0
850,18020.0,6.0
851,18021.0,3.0
852,18022.0,8.0
853,18023.0,2.0
854,18024.0,6.0
855,18025.0,9.0
856,18026.0,7.0
857,18027.0,9.0
858,18028.0,1.0
859,18029.0,0.0
860,18030.0,0.0
861,18031.0,3.0
862,18032.0,0.0
863,18033.0,0.0
864,18034.0,5.0
865,18035.0,0.0
866,18036.0,8.0
867,18037.0,0.0
868,18038.0,7.0
869,18039.0,5.0
870,18040.0,9.0
871,18041.0,8.0
872,18042.0,1.0
873,18043.0,1.0
874,18044.0,1.0
875,18045.0,1.0
876,18046.0,1.0
877,18047.0,6.0
878,18048.0,7.0
879,18049.0,5.0
880,18050.0,3.0
881,18051.0,3.0
882,18052.0,0.0
883,18053.0,7.0
884,18054.0,2.0
885,18055.0,3.0
886,18056.0,7.0
887,18057.0,2.0
888,18058.0,7.0
889,18059.0,1.0
890,18060.0,2.0
891,18061.0,1.0
892,18062.0,7.0
893,18063.0,7.0
894,18064.0,0.0
895,18065.0,3.0
896,18066.0,8.0
897,18067.0,8.0
898,18068.0,7.0
899,18069.0,4.0
900,18070.0,8.0
901,18071.0,2.0
902,18072.0,5.0
903,18073.0,3.0
904,18074.0,8.0
905,18075.0,3.0
906,18076.0,6.0
907,18077.0,6.0
908,18078.0,6.0
909,18079.0,0.0
910,18080.0,1.0
911,18081.0,8.0
912,18082.0,8.0
913,18083.0,8.0
914,18084.0,5.0
915,18085.0,8.0
916,18086.0,8.0
917,18087.0,6.0
918,18088.0,9.0
919,18089.0,9.0
920,18090.0,9.0
921,18091.0,2.0
922,18092.0,1.0
923,18093.0,2.0
924,18094.0,2.0
925,18095.0,8.0
926,18096.0,6.0
927,18097.0,2.0
928,18098.0,2.0
929,18099.0,1.0
930,18100.0,9.0
931,18101.0,7.0
932,18102.0,6.0
933,18103.0,6.0
934,18104.0,6.0
935,18105.0,3.0
936,18106.0,5.0
937,18107.0,7.0
938,18108.0,2.0
939,18109.0,2.0
940,18110.0,6.0
941,18111.0,8.0
942,18112.0,8.0
943,18113.0,3.0
944,18114.0,5.0
945,18115.0,0.0
946,18116.0,6.0
947,18117.0,8.0
948,18118.0,3.0
949,18119.0,4.0
950,18120.0,5.0
951,18121.0,4.0
952,18122.0,6.0
953,18123.0,2.0
954,18124.0,8.0
955,18125.0,6.0
956,18126.0,0.0
957,18127.0,7.0
958,18128.0,7.0
959,18129.0,3.0
960,18130.0,6.0
961,18131.0,1.0
962,18132.0,8.0
963,18133.0,0.0
964,18134.0,6.0
965,18135.0,0.0
966,18136.0,6.0
967,18137.0,6.0
968,18138.0,8.0
969,18139.0,8.0
970,18140.0,1.0
971,18141.0,8.0
972,18142.0,2.0
973,18143.0,1.0
974,18144.0,6.0
975,18145.0,6.0
976,18146.0,8.0
977,18147.0,3.0
978,18148.0,5.0
979,18149.0,2.0
980,18150.0,9.0
981,18151.0,9.0
982,18152.0,9.0
983,18153.0,9.0
984,18154.0,9.0
985,18155.0,6.0
986,18156.0,9.0
987,18157.0,9.0
988,18158.0,5.0
989,18159.0,8.0
990,18160.0,8.0
991,18161.0,5.0
992,18162.0,8.0
993,18163.0,8.0
994,18164.0,3.0
995,18165.0,7.0
996,18166.0,1.0
997,18167.0,6.0
998,18168.0,3.0
999,18169.0,9.0
1000,18170.0,9.0
1001,18171.0,9.0
1002,18172.0,7.0
1003,18173.0,2.0
1004,18174.0,9.0
1005,18175.0,8.0
1006,18176.0,0.0
1007,18177.0,2.0
1008,18178.0,3.0
1009,18179.0,2.0
1010,18180.0,7.0
1011,18181.0,6.0
1012,18182.0,9.0
1013,18183.0,9.0
1014,18184.0,7.0
1015,18185.0,8.0
1016,18186.0,6.0
1017,18187.0,2.0
1018,18188.0,5.0
1019,18189.0,0.0
1020,18190.0,0.0
1021,18191.0,2.0
1022,18192.0,6.0
1023,18193.0,0.0
1024,18194.0,0.0
1025,18195.0,8.0
1026,18196.0,5.0
1027,18197.0,6.0
1028,18198.0,0.0
1029,18199.0,0.0
1030,18200.0,0.0
1031,18201.0,0.0
1032,18202.0,0.0
1033,18203.0,0.0
1034,18204.0,0.0
1035,18205.0,0.0
1036,18206.0,6.0
1037,18207.0,2.0
1038,18208.0,7.0
1039,18209.0,0.0
1040,18210.0,5.0
1041,18211.0,9.0
1042,18212.0,8.0
1043,18213.0,2.0
1044,18214.0,9.0
1045,18215.0,9.0
1046,18216.0,9.0
1047,18217.0,9.0
1048,18218.0,6.0
1049,18219.0,8.0
1050,18220.0,9.0
1051,18221.0,3.0
1052,18222.0,3.0
1053,18223.0,8.0
1054,18224.0,6.0
1055,18225.0,1.0
1056,18226.0,3.0
1057,18227.0,1.0
1058,18228.0,6.0
1059,18229.0,9.0
1060,18230.0,7.0
1061,18231.0,6.0
1062,18232.0,3.0
1063,18233.0,1.0
1064,18234.0,9.0
1065,18235.0,5.0
1066,18236.0,2.0
1067,18237.0,2.0
1068,18238.0,1.0
1069,18239.0,9.0
1070,18240.0,9.0
1071,18241.0,1.0
1072,18242.0,9.0
1073,18243.0,8.0
1074,18244.0,6.0
1075,18245.0,6.0
1076,18246.0,6.0
1077,18247.0,9.0
1078,18248.0,8.0
1079,18249.0,2.0
1080,18250.0,3.0
1081,18251.0,8.0
1082,18252.0,7.0
1083,18253.0,1.0
1084,18254.0,2.0
1085,18255.0,8.0
1086,18256.0,1.0
1087,18257.0,1.0
1088,18258.0,0.0
1089,18259.0,8.0
1090,18260.0,5.0
1091,18261.0,8.0
1092,18262.0,3.0
1093,18263.0,0.0
1094,18264.0,0.0
1095,18265.0,9.0
1096,18266.0,0.0
1097,18267.0,0.0
1098,18268.0,1.0
1099,18269.0,5.0
1100,18270.0,1.0
1101,18271.0,5.0
1102,18272.0,1.0
1103,18273.0,2.0
1104,18274.0,8.0
1105,18275.0,2.0
1106,18276.0,0.0
1107,18277.0,1.0
1108,18278.0,1.0
1109,18279.0,7.0
1110,18280.0,9.0
1111,18281.0,0.0
1112,18282.0,7.0
1113,18283.0,8.0
1114,18284.0,0.0
1115,18285.0,3.0
1116,18286.0,1.0
1117,18287.0,8.0
1118,18288.0,0.0
1119,18289.0,7.0
1120,18290.0,6.0
1121,18291.0,8.0
1122,18292.0,9.0
1123,18293.0,6.0
1124,18294.0,1.0
1125,18295.0,2.0
1126,18296.0,3.0
1127,18297.0,7.0
1128,18298.0,6.0
1129,18299.0,2.0
1130,18300.0,8.0
1131,18301.0,6.0
1132,18302.0,2.0
1133,18303.0,8.0
1134,18304.0,8.0
1135,18305.0,1.0
1136,18306.0,5.0
1137,18307.0,0.0
1138,18308.0,8.0
1139,18309.0,7.0
1140,18310.0,9.0
1141,18311.0,3.0
1142,18312.0,2.0
1143,18313.0,6.0
1144,18314.0,6.0
1145,18315.0,3.0
1146,18316.0,6.0
1147,18317.0,5.0
1148,18318.0,2.0
1149,18319.0,1.0
1150,18320.0,2.0
1151,18321.0,0.0
1152,18322.0,0.0
1153,18323.0,5.0
1154,18324.0,1.0
1155,18325.0,8.0
1156,18326.0,8.0
1157,18327.0,8.0
1158,18328.0,6.0
1159,18329.0,9.0
1160,18330.0,6.0
1161,18331.0,8.0
1162,18332.0,7.0
1163,18333.0,1.0
1164,18334.0,1.0
1165,18335.0,6.0
1166,18336.0,0.0
1167,18337.0,6.0
1168,18338.0,1.0
1169,18339.0,3.0
1170,18340.0,6.0
1171,18341.0,7.0
1172,18342.0,4.0
1173,18343.0,6.0
1174,18344.0,3.0
1175,18345.0,4.0
1176,18346.0,0.0
1177,18347.0,1.0
1178,18348.0,0.0
1179,18349.0,6.0
1180,18350.0,4.0
1181,18351.0,7.0
1182,18352.0,8.0
1183,18353.0,9.0
1184,18354.0,8.0
1185,18355.0,1.0
1186,18356.0,1.0
1187,18357.0,7.0
1188,18358.0,7.0
1189,18359.0,9.0
1190,18360.0,8.0
1191,18361.0,2.0
1192,18362.0,7.0
1193,18363.0,9.0
1194,18364.0,8.0
1195,18365.0,0.0
1196,18366.0,8.0
1197,18367.0,3.0
1198,18368.0,9.0
1199,18369.0,3.0
1200,18370.0,9.0
1201,18371.0,6.0
1202,18372.0,2.0
1203,18373.0,7.0
1204,18374.0,9.0
1205,18375.0,9.0
1206,18376.0,2.0
1207,18377.0,8.0
1208,18378.0,6.0
1209,18379.0,9.0
1210,18380.0,2.0
1211,18381.0,9.0
1212,18382.0,9.0
1213,18383.0,9.0
1214,18384.0,1.0
1215,18385.0,7.0
1216,18386.0,9.0
1217,18387.0,9.0
1218,18388.0,2.0
1219,18389.0,8.0
1220,18390.0,8.0
1221,18391.0,0.0
1222,18392.0,0.0
1223,18393.0,0.0
1224,18394.0,0.0
1225,18395.0,0.0
1226,18396.0,0.0
1227,18397.0,0.0
1228,18398.0,0.0
1229,18399.0,1.0
1230,18400.0,7.0
1231,18401.0,0.0
1232,18402.0,0.0
1233,18403.0,7.0
1234,18404.0,1.0
1235,18405.0,6.0
1236,18406.0,3.0
1237,18407.0,2.0
1238,18408.0,7.0
1239,18409.0,7.0
1240,18410.0,8.0
1241,18411.0,0.0
1242,18412.0,1.0
1243,18413.0,7.0
1244,18414.0,7.0
1245,18415.0,1.0
1246,18416.0,9.0
1247,18417.0,8.0
